a.user	a.query	a.query as query1	a.md5key	a.rawkey	date(from_unixtime(a.timestamp)) as date	a.source	a.Judgements	a.Comments	a.comment	a.rank	m._Q1	m._Sno	m._Q2	b.data
christhomas	1725	1725	a0872cc5b5ca4cc25076f3d868e1bdf8	1308	2015-07-14	QueryPair	Excellent			0	loews hotel minneapolis	1308	loews hotel minnesota	loews hotel minneapolis
christhomas	1729	1729	d516b13671a4179d9b7b458a6ebdeb92	879	2015-07-14	QueryPair	Good			0	virginia beach tourism	879	va beach	virginia beach tourism
christhomas	1731	1731	f22e4747da1aa27e363d86d40ff442fe	1939	2015-07-14	QueryPair	Good			0	san clemente state beach	1939	san clemente state beach hotel	san clemente state beach
christhomas	1732	1732	fc8001f834f6a5f0561080d134d53d29	784	2015-07-14	QueryPair	Fair			0	longboat key florida	784	hotel longboat key	longboat key florida
christhomas	1735	1735	eed5af6add95a9a6f1252739b1ad8c24	439	2015-07-14	QueryPair	Good			0	dolmen hotel malta	439	dolmen resort hotel malta reviews	dolmen hotel malta
christhomas	1741	1741	d2ddea18f00665ce8623e36bd4e3c7c5	73	2015-07-15	QueryPair	Good			0	venice italy vacation packages	73	vacation venice italy	venice italy vacation packages
christhomas	1742	1742	1e1d184167ca7676cf665225e236a3d2	1169	2015-07-15	QueryPair	Good			0	colorado family vacations	1169	colorado vacations	colorado family vacations
christhomas	1745	1745	dc58e3a306451c9d670adcd37004f48f	1070	2015-07-15	QueryPair	Good			0	sleep inn suites madison wi	1070	sleep inn madison wisconsin	sleep inn suites madison wi
christhomas	1760	1760	f9a40a4780f5e1306c46f1c8daecee3b	861	2015-07-14	QueryPair	Good			0	miami beach vacations	861	miami beach accommodations	miami beach vacations
christhomas	1762	1762	ccb0989662211f61edae2e26d58ea92f	755	2015-07-15	QueryPair	Fair			0	voyager hotel anchorage	755	hotel voyager	voyager hotel anchorage
christhomas	1763	1763	51d92be1c60d1db1d2e5e7a07da55b26	462	2015-07-14	QueryPair	Excellent			0	turks caicos vacation	462	turks caicos packages	turks caicos vacation
christhomas	1764	1764	147702db07145348245dc5a2f2fe5683	1202	2015-07-14	QueryPair	Good			0	san jacinto	1202	san jacinto ca	san jacinto
christhomas	1765	1765	23d2e1578544b172cca332ff74bddf5f	2037	2015-07-14	QueryPair	Good			0	days inn port huron	2037	days inn port huron marysville	days inn port huron
christhomas	1774	1774	e7e23670481ac78b3c4122a99ba60573	2104	2015-07-15	QueryPair	Good			0	morro bay california	2104	hotel morro bay california	morro bay california
christhomas	1780	1780	da0d1111d2dc5d489242e60ebcbaf988	917	2015-07-15	QueryPair	Excellent			0	jamaica vacations all inclusive	917	jamaica all inclusive vacation	jamaica vacations all inclusive
christhomas	1781	1781	8c00dee24c9878fea090ed070b44f1ab	1525	2015-07-15	QueryPair	Good			0	polynesian resort myrtle beach	1525	polynesian myrtle beach	polynesian resort myrtle beach
christhomas	1785	1785	f1c1592588411002af340cbaedd6fc33	777	2015-07-14	QueryPair	Good			0	key largo vacation	777	key largo travel	key largo vacation
christhomas	1791	1791	35cf8659cfcb13224cbd47863a34fc58	796	2015-07-14	QueryPair	Excellent			0	buca di bacco positano	796	buca di bacco	buca di bacco positano
christhomas	1793	1793	d14220ee66aeec73c49038385428ec4c	714	2015-07-14	QueryPair	Good			0	yosemite national park california	714	hotels yosemite national park ca	yosemite national park california
christhomas	18	18	9683cc5f89562ea48e72bb321d9f03fb	1363	2015-07-14	QueryPair	Good			0	travel vancouver bc	1363	vancouver bc	travel vancouver bc
christhomas	1800	1800	af3303f852abeccd793068486a391626	1897	2015-07-15	QueryPair	Excellent			0	red roof inn gainesville	1897	red roof gainesville inn	red roof inn gainesville
christhomas	1803	1803	6855456e2fe46a9d49d3d3af4f57443d	336	2015-07-14	QueryPair	Bad			0	smoky mountains	336	smoky mountains nc	smoky mountains
christhomas	1805	1805	9ab0d88431732957a618d4a469a0d4c3	998	2015-07-14	QueryPair	Fair			0	new york city	998	rooms new york city	new york city
christhomas	181	181	7385db9a3f11415bc0e9e2625fae3734	1848	2015-07-14	QueryPair	Good			0	mexico riviera maya	1848	mexico riviera maya vacations	mexico riviera maya
christhomas	1812	1812	bea5955b308361a1b07bc55042e25e54	924	2015-07-15	QueryPair	Good			0	international drive orlando	924	international drive orlando hotel	international drive orlando
christhomas	1820	1820	5fa9e41bfec0725742cc9d15ef594120	1894	2015-07-15	QueryPair	Excellent			0	travel deals ireland	1894	travel packages ireland	travel deals ireland
christhomas	1822	1822	52720e003547c70561bf5e03b95aa99f	361	2015-07-14	QueryPair	Good			0	grass valley california	361	grass valley california hotel	grass valley california
christhomas	1823	1823	eb163727917cbba1eea208541a643e74	211	2015-07-14	QueryPair	Excellent			0	london trip packages	211	london trip package	london trip packages
christhomas	1827	1827	82965d4ed8150294d4330ace00821d77	1346	2015-07-15	QueryPair	Excellent			0	hyatt manhattan new york	1346	grand hyatt manhattan new york	hyatt manhattan new york
christhomas	1833	1833	3493894fa4ea036cfc6433c3e2ee63b0	591	2015-07-14	QueryPair	Excellent			0	ramada inn new hope	591	ramada inn new hope pa	ramada inn new hope
christhomas	1835	1835	2b38c2df6a49b97f706ec9148ce48d86	1150	2015-07-14	QueryPair	Good			0	barra de navidad	1150	hotel de barra navidad	barra de navidad
christhomas	1837	1837	285ab9448d2751ee57ece7f762c39095	1211	2015-07-14	QueryPair	Fair			0	santa fe new mexico tourism	1211	santa fe new mexico maps	santa fe new mexico tourism
christhomas	1842	1842	c20ad4d76fe97759aa27a0c99bff6710	12	2015-07-14	QueryPair	Excellent			0	hawaii travel packages	12	hawaii travel deals	hawaii travel packages
christhomas	1850	1850	3b5dca501ee1e6d8cd7b905f4e1bf723	819	2015-07-15	QueryPair	Excellent			0	society house charleston sc	819	society house charleston	society house charleston sc
christhomas	1855	1855	67c6a1e7ce56d3d6fa748ab6d9af3fd7	47	2015-07-14	QueryPair	Excellent			0	red lion hotel anaheim	47	the red lion hotel anaheim	red lion hotel anaheim
christhomas	1859	1859	ed519dacc89b2bead3f453b0b05a4a8b	1825	2015-07-15	QueryPair	Excellent			0	hyatt place college station tx	1825	hyatt place college station college station tx	hyatt place college station tx
christhomas	1860	1860	b7087c1f4f89e63af8d46f3b20271153	1406	2015-07-14	QueryPair	Good			0	trips new york	1406	lodgings new york	trips new york
christhomas	1869	1869	d759175de8ea5b1d9a2660e45554894f	1277	2015-07-14	QueryPair	Excellent			0	ski colorado packages	1277	ski packages colorado	ski colorado packages
christhomas	1874	1874	605ff764c617d3cd28dbbdd72be8f9a2	586	2015-07-14	QueryPair	Fair			0	comfort inn orem utah	586	comfort inn provo utah	comfort inn orem utah
christhomas	1878	1878	e1314fc026da60d837353d20aefaf054	1882	2015-07-14	QueryPair	Excellent			0	michelangelo hotel nyc	1882	michaelangelo hotel nyc	michelangelo hotel nyc
christhomas	1879	1879	352407221afb776e3143e8a1a0577885	877	2015-07-15	QueryPair	Good			0	dean street townhouse london	877	dean street townhouse review	dean street townhouse london
christhomas	188	188	f4be00279ee2e0a53eafdaa94a151e2c	528	2015-07-15	QueryPair	Good			0	fairfield inn cumberland md	528	fairfield inn suites cumberland	fairfield inn cumberland md
christhomas	1883	1883	210f760a89db30aa72ca258a3483cc7f	883	2015-07-14	QueryPair	Excellent			0	clarion inn gulfport mississippi	883	clarion hotel gulfport mississippi	clarion inn gulfport mississippi
christhomas	1887	1887	8d9fc2308c8f28d2a7d2f6f48801c705	1797	2015-07-15	QueryPair	Excellent			0	elite world hotel istanbul	1797	istanbul elite world hotel	elite world hotel istanbul
christhomas	189	189	8c249675aea6c3cbd91661bbae767ff1	1986	2015-07-15	QueryPair	Excellent			0	huntington san francisco	1986	the huntington san francisco	huntington san francisco
christhomas	1891	1891	655ea4bd3b5736d88afc30c9212ccddf	1569	2015-07-14	QueryPair	Excellent			0	disney tickets florida residents	1569	disney tickets fl residents	disney tickets florida residents
christhomas	1893	1893	8c3039bd5842dca3d944faab91447818	1850	2015-07-14	QueryPair	Fair			1	cheap vacations california	1850	cheap resorts in california	cheap vacations california
christhomas	1893	1893	d96409bf894217686ba124d7356686c9	257	2015-07-14	QueryPair	Excellent			0	cheap vacations california	257	cheap california getaway	cheap vacations california
christhomas	1896	1896	07871915a8107172b3b5dc15a6574ad3	889	2015-07-15	QueryPair	Excellent			0	salinas california	889	salinas ca	salinas california
christhomas	19	19	9f62b8625f914a002496335037e9ad97	2027	2015-07-14	QueryPair	Excellent			0	holiday inn pembroke nc	2027	holiday inn express pembroke nc	holiday inn pembroke nc
christhomas	1900	1900	a424ed4bd3a7d6aea720b86d4a360f75	1425	2015-07-14	QueryPair	Fair			0	hoteles en puerto rico	1425	atracciones en puerto rico	hoteles en puerto rico
christhomas	1903	1903	2ca65f58e35d9ad45bf7f3ae5cfd08f1	760	2015-07-14	QueryPair	Good			0	lake tahoe vacation	760	hotels lake tahoe	lake tahoe vacation
christhomas	1908	1908	2b24d495052a8ce66358eb576b8912c8	145	2015-07-14	QueryPair	Excellent			0	firefly car rental honolulu	145	firefly car rental honolulu hawaii	firefly car rental honolulu
christhomas	1909	1909	995665640dc319973d3173a74a03860c	1279	2015-07-15	QueryPair	Excellent			0	estancia la jolla	1279	estancia in la jolla ca	estancia la jolla
christhomas	1914	1914	d542599794c1cf067d90638b5d3911f3	2157	2015-07-14	QueryPair	Excellent			0	pet friendly hotel orlando	2157	pet friendly hotels orlando fl	pet friendly hotel orlando
christhomas	1917	1917	92af93f73faf3cefc129b6bc55a748a9	1562	2015-07-14	QueryPair	Fair			0	herbert hotel san francisco	1562	herbert san francisco	herbert hotel san francisco
christhomas	1918	1918	1e056d2b0ebd5c878c550da6ac5d3724	918	2015-07-15	QueryPair	Fair			0	puntarenas costa rica	918	dominical costa rica	puntarenas costa rica
christhomas	1919	1919	6c9882bbac1c7093bd25041881277658	250	2015-07-14	QueryPair	Good			0	best hawaii vacations	250	best hawaii vacations packages	best hawaii vacations
christhomas	1920	1920	6d3a1e06d6a06349436bc054313b648c	1487	2015-07-14	QueryPair	Good			0	hotel tropicana las vegas	1487	review tropicana hotel las vegas	hotel tropicana las vegas
christhomas	1927	1927	d88518acbcc3d08d1f18da62f9bb26ec	1595	2015-07-15	QueryPair	Good			0	crowne plaza london kensington	1595	london crowne plaza	crowne plaza london kensington
christhomas	1929	1929	365d17770080c807a0e47ae9118d8641	1784	2015-07-15	QueryPair	Good			0	holiday inn express baltimore maryland	1784	holiday inn baltimore md	holiday inn express baltimore maryland
christhomas	1932	1932	170c944978496731ba71f34c25826a34	884	2015-07-14	QueryPair	Good			0	where stay milan	884	visiting milan	where stay milan
christhomas	1938	1938	7250eb93b3c18cc9daa29cf58af7a004	832	2015-07-14	QueryPair	Good			0	weekend trips nyc	832	weekend trips new york	weekend trips nyc
christhomas	1940	1940	d61e4bbd6393c9111e6526ea173a7c8b	449	2015-07-15	QueryPair	Excellent			0	monteleone new orleans	449	monteleone hotel in new orleans	monteleone new orleans
christhomas	1941	1941	54a367d629152b720749e187b3eaa11b	985	2015-07-15	QueryPair	Bad			0	jasper alberta canada	985	banff alberta canada	jasper alberta canada
christhomas	1942	1942	ef8446f35513a8d6aa2308357a268a7e	2008	2015-07-14	QueryPair	Excellent			0	mechanicsville va	2008	mechanicsville virginia	mechanicsville va
christhomas	1949	1949	17d63b1625c816c22647a73e1482372b	411	2015-07-14	QueryPair	Fair			0	venice beach fl	411	tripadvisor venice beach florida	venice beach fl
christhomas	195	195	3cf166c6b73f030b4f67eeaeba301103	499	2015-07-15	QueryPair	Good			0	holiday inn express conyers ga	499	holiday inn express suites conyers ga	holiday inn express conyers ga
christhomas	1951	1951	b534ba68236ba543ae44b22bd110a1d6	496	2015-07-14	QueryPair	Excellent			0	ny vacation packages	496	new york vacations package	ny vacation packages
christhomas	1956	1956	9fdb62f932adf55af2c0e09e55861964	1900	2015-07-14	QueryPair	Good			0	cheapest caribbean vacation	1900	cheapest caribbean hotels	cheapest caribbean vacation
christhomas	1958	1958	6ecbdd6ec859d284dc13885a37ce8d81	426	2015-07-14	QueryPair	Excellent			0	jurys inn belfast	426	jurys inn belfast belfast	jurys inn belfast
christhomas	1959	1959	28267ab848bcf807b2ed53c3a8f8fc8a	799	2015-07-14	QueryPair	Excellent			0	tour london england	799	tour london	tour london england
christhomas	1960	1960	4c144c47ecba6f8318128703ca9e2601	2040	2015-07-14	QueryPair	Good			0	hutchinson mn	2040	hotel hutchinson mn	hutchinson mn
christhomas	1966	1966	437d7d1d97917cd627a34a6a0fb41136	960	2015-07-15	QueryPair	Good			0	new york vacation package	960	vacation in new york	new york vacation package
christhomas	1972	1972	6081594975a764c8e3a691fa2b3a321d	711	2015-07-14	QueryPair	Good			0	prince hotel hawaii	711	prince maui hotel	prince hotel hawaii
christhomas	1974	1974	352fe25daf686bdb4edca223c921acea	399	2015-07-14	QueryPair	Excellent			0	family vacation las vegas	399	family getaway las vegas	family vacation las vegas
christhomas	1980	1980	309fee4e541e51de2e41f21bebb342aa	1596	2015-07-14	QueryPair	Excellent			0	double decker bus tour chicago	1596	double decker bus tour in chicago	double decker bus tour chicago
christhomas	199	199	89fcd07f20b6785b92134bd6c1d0fa42	970	2015-07-15	QueryPair	Good			0	tannersville pa	970	poconos pa	tannersville pa
christhomas	1997	1997	cfa0860e83a4c3a763a7e62d825349f7	259	2015-07-14	QueryPair	Good			0	cheap beach vacations florida	259	beach vacations florida	cheap beach vacations florida
christhomas	2000	2000	7f1de29e6da19d22b51c68001e7e0e54	135	2015-07-14	QueryPair	Good			0	puerto rico packages	135	puerto rico travel packages	puerto rico packages
christhomas	2003	2003	d77f00766fd3be3f2189c843a6af3fb2	1958	2015-07-14	QueryPair	Excellent			0	hampton inn clearwater	1958	hampton inn and suites clearwater	hampton inn clearwater
christhomas	2010	2010	20aee3a5f4643755a79ee5f6a73050ac	895	2015-07-15	QueryPair	Good			0	marriott greensboro nc	895	courtyard greensboro nc	marriott greensboro nc
christhomas	202	202	3e7e0224018ab3cf51abb96464d518cd	1725	2015-07-14	QueryPair	Excellent			0	edison hotel nyc	1725	the edison hotel nyc	edison hotel nyc
christhomas	2020	2020	4ba3c163cd1efd4c14e3a415fa0a3010	2116	2015-07-15	QueryPair	Excellent			0	milburn hotel new york	2116	hotel milburn new york	milburn hotel new york
christhomas	2024	2024	a8240cb8235e9c493a0c30607586166c	1157	2015-07-15	QueryPair	Fair			0	nashville tn opryland hotel	1157	nashville gaylord hotel	nashville tn opryland hotel
christhomas	2027	2027	c5ab0bc60ac7929182aadd08703f1ec6	636	2015-07-15	QueryPair	Excellent			0	nouvel hotel barcelona	636	the nouvel hotel in barcelona europe	nouvel hotel barcelona
christhomas	2029	2029	f61d6947467ccd3aa5af24db320235dd	375	2015-07-15	QueryPair	Excellent			0	holiday inn express waco texas	375	holiday inn express waco tx	holiday inn express waco texas
christhomas	204	204	4e8412ad48562e3c9934f45c3e144d48	1481	2015-07-15	QueryPair	Excellent			0	holiday inn boston beacon hill	1481	holiday inn beacon hill	holiday inn boston beacon hill
christhomas	2044	2044	812b4ba287f5ee0bc9d43bbf5bbe87fb	95	2015-07-14	QueryPair	Excellent			0	st john island virgin islands	95	st johns island virgin islands	st john island virgin islands
christhomas	2046	2046	3fb451ca2e89b3a13095b059d8705b15	1522	2015-07-14	QueryPair	Excellent			0	pet friendly hotels chattanooga tennessee	1522	pet friendly hotels chattanooga tn	pet friendly hotels chattanooga tennessee
christhomas	2048	2048	fa7cdfad1a5aaf8370ebeda47a1ff1c3	164	2015-07-14	QueryPair	Good			0	belo horizonte brazil	164	tripadvisor belo horizonte brazil	belo horizonte brazil
christhomas	2050	2050	dc09c97fd73d7a324bdbfe7c79525f64	1479	2015-07-14	QueryPair	Excellent			0	zion utah	1479	zion park utah	zion utah
christhomas	206	206	5e76bef6e019b2541ff53db39f407a98	1456	2015-07-15	QueryPair	Good			0	new zealand travel information	1456	new zealand travel	new zealand travel information
christhomas	2077	2077	2a27b8144ac02f67687f76782a3b5d8f	1705	2015-07-15	QueryPair	Fair			0	heron island australia	1705	heron island hotel	heron island australia
christhomas	2081	2081	3875115bacc48cca24ac51ee4b0e7975	2046	2015-07-15	QueryPair	Good			0	st kitts vacation packages	2046	st kitts vacation	st kitts vacation packages
christhomas	2085	2085	1415db70fe9ddb119e23e9b2808cde38	1496	2015-07-14	QueryPair	Excellent			0	roosevelt hotel new york	1496	roosevelt hotel in new york	roosevelt hotel new york
christhomas	2094	2094	f197002b9a0853eca5e046d9ca4663d5	1151	2015-07-14	QueryPair	Excellent			0	la quinta inn raleigh nc	1151	la quinta raleigh nc	la quinta inn raleigh nc
christhomas	2095	2095	a9be4c2a4041cadbf9d61ae16dd1389e	1362	2015-07-15	QueryPair	Excellent			0	harrah metropolis illinois	1362	harrahs metropolis	harrah metropolis illinois
christhomas	2100	2100	c86a7ee3d8ef0b551ed58e354a836f2b	389	2015-07-14	QueryPair	Good			0	bali vacation packages	389	bali travel packages	bali vacation packages
christhomas	2113	2113	f80bf05527157a8c2a7bb63b22f49aaa	1980	2015-07-14	QueryPair	Good			0	champions gate orlando	1980	champions gate hotel orlando	champions gate orlando
christhomas	2114	2114	47d1e990583c9c67424d369f3414728e	148	2015-07-15	QueryPair	Good			0	north myrtle beach attractions	148	north myrtle beach	north myrtle beach attractions
christhomas	2128	2128	632cee946db83e7a52ce5e8d6f0fed35	823	2015-07-15	QueryPair	Fair			0	principe hotel venice	823	hotel principe	principe hotel venice
christhomas	2145	2145	c5ff2543b53f4cc0ad3819a36752467b	347	2015-07-14	QueryPair	Good			0	travel london	347	traveling london	travel london
christhomas	2149	2149	d860edd1dd83b36f02ce52bde626c653	2028	2015-07-15	QueryPair	Excellent			0	doubletree hotel wichita ks	2028	doubletree hotel wichita	doubletree hotel wichita ks
christhomas	2151	2151	faafda66202d234463057972460c04f5	1608	2015-07-14	QueryPair	Good			0	days inn dayton ohio	1608	days inn dayton south oh	days inn dayton ohio
christhomas	2159	2159	68c694de94e6c110f42e587e8e48d852	1869	2015-07-14	QueryPair	Bad			0	geneva lake ny	1869	lake hotel geneva	geneva lake ny
christhomas	2164	2164	ed4227734ed75d343320b6a5fd16ce57	1579	2015-07-14	QueryPair	Fair			0	barcelona spain weather	1579	barcelona spain hotel	barcelona spain weather
christhomas	2165	2165	6709e8d64a5f47269ed5cea9f625f7ab	1778	2015-07-15	QueryPair	Fair			0	days inn downey california	1778	days inn blythe ca	days inn downey california
christhomas	2167	2167	90794e3b050f815354e3e29e977a88ab	936	2015-07-14	QueryPair	Good			0	outrigger hotels honolulu	936	outrigger reef honolulu	outrigger hotels honolulu
